name,price,tracking_method,connection_type,max_dpi,hand_orientation,color,purpose,performance_score
Zalman FG1000,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Microsoft Mobile Mouse 3500,31.22,Optical,Wireless,3200.0,Both,Blue,Portable,45.33
Microsoft 36D-00001,139.94,Optical,Wireless,3200.0,Both,Black / Gray,Portable,45.33
Microsoft Arc Touch Mouse,61.0,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft Wireless Mobile Mouse 4000,55.72,Optical,Wireless,3200.0,None,Black / Red,Portable,45.33
Logitech M515,59.22,Optical,Wireless,3200.0,None,Black / Blue,Portable,45.33
V7 M32N00-7N,19.98,Optical,Wireless,1000.0,None,Black,Office/Budget,41.67
Kensington K72349US,16.17,Optical,Wireless,3200.0,Both,Gray,Office/Budget,45.33
Microsoft MGC-00001,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
V7 M51T00-7N,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft D5D-00025,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Microsoft D5D-00019,25.57,Optical,Wireless,3200.0,Both,Pink,Office/Budget,45.33
Microsoft GMF-00088,31.22,Optical,Wireless,3200.0,Both,Blue,Portable,45.33
Microsoft GMF-00046,31.52,Optical,Wireless,3200.0,None,Beige / Black,Portable,45.33
Microsoft Wireless Mobile Mouse 4000 for Business,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
Microsoft 2CF-00002,19.98,Optical,Wireless,1000.0,None,Black,Office/Budget,41.67
Microsoft Wireless Mobile Mouse 1000 for Business,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Kensington K72366US,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft GMF-00091,58.9,Optical,Wireless,3200.0,Both,Black / Blue,Portable,45.33
Gear Head MP2200RED,73.98,Optical,Wireless,3200.0,Both,Black / Red,Portable,45.33
Microsoft 6BA-00024,31.28,Optical,Wireless,1000.0,Both,Red,Portable,41.67
Microsoft GMF-00108,23.53,Optical,Wireless,3200.0,Both,Green,Office/Budget,45.33
Microsoft 6BA-00001,20.47,Optical,Wireless,1000.0,Both,Black / White,Office/Budget,41.67
Microsoft 2EF-00002,19.98,Optical,Wireless,1000.0,None,Black,Office/Budget,41.67
Microsoft Wireless Mobile Mouse 3500 for Business,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft D5D-00031,31.92,Optical,Wireless,3200.0,None,Black / Green,Portable,45.33
Microsoft 6BA-00005,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft 6BA-00025,32.87,Optical,Wireless,1000.0,Both,Pink,Portable,41.67
Gear Head MP2800BLK,53.87,Optical,Wireless,3200.0,None,Black,Portable,45.33
Gear Head MP2475PUR,57.29,Optical,Wireless,3200.0,None,Purple,Portable,45.33
Gear Head MP2175BLU,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Gear Head MP2375BLK,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Gear Head MP2275RED,18.92,Optical,Wireless,3200.0,Both,Red,Office/Budget,45.33
Kensington K72348US,41.36,Optical,Wired,3200.0,None,White / Gray,Mid-Range Gaming,29.33
Microsoft Arc,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
V7 M33B10-6N,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Gigabyte GM-M7700B,68.62,Laser,Bluetooth Wireless,1600.0,Right,Black,Portable,42.67
Microsoft 4FD-00013,11.56,Optical,Wired,3200.0,Both,Red,Office/Budget,29.33
Microsoft B75-00113,50.95,Optical,Wired,3200.0,Right,Gray,Mid-Range Gaming,29.33
Microsoft T2J-00001,19.51,Optical,Wired,3200.0,None,White / Red,Office/Budget,29.33
HEC UES2,21.25,Optical,Wired,800.0,Both,Silver / Black,Office/Budget,25.33
Microsoft B75-00092,111.43,Optical,Wired,3200.0,Right,Black / Silver,Mid-Range Gaming,29.33
Microsoft Explorer,72.46,Optical,Wireless,3200.0,Right,Black / Gray,Portable,45.33
Rosewill RM-6500,22.26,Optical,Wireless,800.0,Both,Black,Office/Budget,41.33
Kensington Ci65m,16.45,Optical,Wireless,1000.0,Both,Black / Gray,Office/Budget,41.67
Gear Head OM3800U,13.45,Optical,Wired,800.0,None,Black,Office/Budget,25.33
Kensington K72213US,38.69,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Gear Head MP1600RU,13.45,Optical,Wired,800.0,None,Black,Office/Budget,25.33
HEC A133,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Microsoft 2TF-00002,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Kensington K72283US,15.61,Laser,Wireless,3200.0,Both,Blue,Office/Budget,45.33
Microsoft Bluetooth Notebook Mouse 5000 for Business,109.97,Laser,Bluetooth Wireless,1000.0,Right,Black / Silver,Portable,41.67
Lenovo N10,36.47,Laser,Wireless,1200.0,Both,Black,Portable,42.0
Microsoft 5BA-00001,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
Microsoft U5K-00002,26.5,Optical,Wireless,3200.0,None,Gray,Office/Budget,45.33
Microsoft S7J-00001,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
HP RH304AA,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Gigabyte GM-M6580,36.0,Laser,Wired,1600.0,Right,Black,Mid-Range Gaming,26.67
Toshiba PA3765U-1ETU,136.42,Optical,Wired,1000.0,None,Blue,Mid-Range Gaming,25.67
Gigabyte GM-M7600,21.15,Optical,Wireless,1600.0,None,Black,Office/Budget,42.67
Gigabyte GM-M7800S,27.29,Laser,Wireless,1600.0,Both,Brown,Office/Budget,42.67
Logitech M125,177.16,Optical,Wired,1000.0,None,Blue,Mid-Range Gaming,25.67
Microsoft 69R-00001,57.77,Laser,Bluetooth Wireless,3200.0,Both,Black / White,Portable,45.33
Kensington Ci10 Fit,60.64,Laser,Wireless,3200.0,Both,Black / Gray,Portable,45.33
HP DC369A,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Logisys MS6801BK,62.03,Optical,Wireless,1600.0,None,Black / Silver,Portable,42.67
Lenovo 31P7410,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Microsoft 4FD-00012,107.56,Optical,Wired,3200.0,Both,Blue,Mid-Range Gaming,29.33
Microsoft T2J-00007,40.0,Optical,Wired,3200.0,None,White / Gray,Mid-Range Gaming,29.33
IOGEAR GME222A,16.55,Optical,Wired,800.0,Both,Red / Silver,Office/Budget,25.33
Logitech V470,90.92,Laser,Bluetooth Wireless,3200.0,Both,White,Portable,45.33
HP PF725A,14.28,Optical,Wired,3200.0,Both,Silver / Black,Office/Budget,29.33
Microsoft D66-00036,38.69,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Kingwin KW-04,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Kensington K72400US,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Lenovo 57Y6482,36.39,Laser,Bluetooth Wireless,1000.0,Both,Black,Portable,41.67
Microsoft B5W-00006,14.46,Laser,Wireless,3200.0,Both,Silver,Office/Budget,45.33
Microsoft GMF-00031,107.36,Optical,Wireless,3200.0,Both,White,Portable,45.33
Logisys MS6801SE,29.0,Optical,Wireless,1600.0,None,Silver / White,Office/Budget,42.67
Microsoft S9J-00001,137.23,Optical,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Microsoft M20-00001,14.69,Optical,Wired,3200.0,Both,Silver,Office/Budget,29.33
Kensington K72406US,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Microsoft U81-00025,17.86,Optical,Wired,800.0,Both,White,Office/Budget,25.33
Logitech SBF-96,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Microsoft 6BA-00026,26.07,Optical,Wireless,1000.0,Both,Purple,Office/Budget,41.67
Kensington K72404US,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft 69J-00009,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Targus AMU80US,19.21,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Logitech G300,67.28,Optical,Wired,2500.0,Both,Black / Gray,Mid-Range Gaming,28.17
Targus AMW51US,30.96,Laser,Wireless,1200.0,Both,Black / Gray,Portable,42.0
Microsoft 9DR-00001,36.08,Laser,Bluetooth Wireless,3200.0,Both,Silver / Black,Portable,45.33
Targus AMU76US,16.6,Optical,Wired,1000.0,Both,Black / Gray,Office/Budget,25.67
Microsoft 6BA-00023,28.5,Optical,Wireless,1000.0,Both,Blue,Office/Budget,41.67
Targus AMU83US,26.94,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Microsoft B2J-00001,29.97,Optical,Wired,3200.0,Both,Gray,Office/Budget,29.33
Targus PAUM01U,38.09,Optical,Wired,3200.0,Right,Silver,Mid-Range Gaming,29.33
Microsoft 4FD-00014,13.31,Optical,Wired,3200.0,Both,Pink,Office/Budget,29.33
Targus AMW15US,24.95,Laser,Wireless,3200.0,Both,Black / Silver,Office/Budget,45.33
Targus AMU89US,68.98,Optical,Wired,3200.0,None,Black,Mid-Range Gaming,29.33
Belkin F5L017,79.94,Optical,Wireless,3200.0,Both,Purple,Portable,45.33
Cherry M-300R,81.03,Laser,Wireless,1600.0,Right,Black,Portable,42.67
Lenovo 55Y9360,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Kensington K72405US,24.99,Optical,Wireless,1750.0,Right,Black,Office/Budget,42.92
Lenovo 31P7405,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Verbatim 97255,12.4,Optical,Wired,3200.0,None,Red,Office/Budget,29.33
Targus AMW55US,44.53,Laser,Wireless,1000.0,None,Black,Portable,41.67
Syba CL-MOU23011,67.47,Optical,Wireless,1600.0,Both,Black / Silver,Portable,42.67
Kensington K72298US,20.47,Optical,Wireless,1000.0,Both,Silver / Beige,Office/Budget,41.67
Razer RZ84-00520100-B1U1,73.01,Laser,Wired,5600.0,Both,Black,Mid-Range Gaming,33.33
Adesso HF-4003UB,29.44,Laser,Wired,1600.0,None,Black,Office/Budget,26.67
Razer DeathAdder Black Edition,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
Syba CL-MOU23019,20.45,Optical,Wireless,1000.0,Both,Gray,Office/Budget,41.67
Targus AMU75US,14.99,Optical,Wired,3200.0,Both,Black / Gray,Office/Budget,29.33
Syba CL-MOU23020,19.54,Optical,Wireless,1600.0,Both,Blue / White,Office/Budget,42.67
Targus AMW56US,19.98,Optical,Wireless,1000.0,None,Black,Office/Budget,41.67
Kensington Ci60,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
Belkin F5L016,107.56,Optical,Wired,3200.0,Both,Blue,Mid-Range Gaming,29.33
Nexus SM-7000B,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Rosewill RM-C2U,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Linkworld LM8835,27.07,Optical,Wired,800.0,None,Black / Red,Office/Budget,25.33
HP FQ983AA#ABA,29.44,Laser,Wired,1600.0,None,Black,Office/Budget,26.67
HP WE788AA#ABA,24.37,Optical,Wireless,3200.0,None,Red / Black,Office/Budget,45.33
Microsoft GMF-00090,25.36,Optical,Wireless,3200.0,Both,White / Black,Office/Budget,45.33
Gear Head MPT3100BLU,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Gear Head MPT3400YLW,25.36,Optical,Wireless,3200.0,Both,Yellow / Black,Office/Budget,45.33
Verbatim 97266,40.47,Laser,Wireless,1600.0,None,Silver / White,Portable,42.67
Gear Head OM6500WT,33.77,Optical,Wireless,1600.0,None,Red,Portable,42.67
Verbatim Optical Mini,13.31,Optical,Wired,3200.0,Both,Pink,Office/Budget,29.33
Gear Head MP2850BLK,53.87,Optical,Wireless,3200.0,None,Black,Portable,45.33
Targus AMB04US,19.1,Optical,Bluetooth Wireless,1600.0,Both,Black / Gray,Office/Budget,42.67
Gear Head MP1900W,71.66,Optical,Wireless,800.0,None,Black / Silver,Portable,41.33
Targus AMW01US,25.43,Optical,Wireless,3200.0,Both,Silver / Black,Office/Budget,45.33
Gear Head BT9500BLK,29.59,Optical,Bluetooth Wireless,800.0,Right,Silver / Black,Office/Budget,41.33
Razer Imperator Mouse 2012 Battlefield 3,59.54,Optical,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
Gear Head BT9400WHT,35.11,Optical,Bluetooth Wireless,800.0,Right,White,Portable,41.33
Targus Kaleidoscope,20.06,Optical,Wired,3200.0,None,Silver,Office/Budget,29.33
Gear Head MP1300BLK,19.59,Optical,Wired,3200.0,None,Silver / Black,Office/Budget,29.33
V7 10PKUSBMICE,12.56,Optical,Wired,1000.0,None,Black,Office/Budget,25.67
Gear Head LMT3600BLK,106.77,Laser,Wireless,3200.0,None,Black,Portable,45.33
Targus AMW43US,18.07,Optical,Wireless,1200.0,Both,Gray,Office/Budget,42.0
HP WE790AA#ABA,20.02,Optical,Wireless,1750.0,Both,Silver,Office/Budget,42.92
Sony VGPWMS30/W,43.58,Laser,Wireless,800.0,None,White,Portable,41.33
HP WE789AA#ABA,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Microsoft 4FD-00016,38.69,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Adesso IMOUSE M10,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft 4FD-00006,29.99,Optical,Wired,3200.0,Both,Gray,Office/Budget,29.33
Adesso IMOUSE S1,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Adesso IMOUSE S10,45.7,Optical,Wireless,500.0,Both,Black / Gray,Portable,40.83
Ergoguys 0090-0020,113.98,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Ergoguys WUT-13,78.43,Trackball,Wired,3200.0,Right,Blue / Gray,Mid-Range Gaming,29.33
Ergoguys EM011-W,37.63,Optical,Wired,1000.0,None,White,Mid-Range Gaming,25.67
Ergoguys KM200,26.75,Optical,Wired,800.0,None,Red / Blue,Office/Budget,25.33
KeyTronic 2MOUSEU1L,19.08,Optical,Wired,800.0,Both,Gray,Office/Budget,25.33
KeyTronic 2MOUSEP1L,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Evoluent VM4S,81.37,Optical,Wired,3200.0,None,Purple,Mid-Range Gaming,29.33
3M EM500GPL,129.99,Optical,Wired,3200.0,Right,Black / Silver,Mid-Range Gaming,29.33
Evoluent VM4R,89.95,Laser,Wired,3200.0,Right,Silver / Black,Mid-Range Gaming,29.33
Saitek CCB437030002/04/1,46.73,Laser,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Tek Republic TM,57.52,Laser,Wired,3600.0,Right,Black,Mid-Range Gaming,30.0
Saitek CCB437080002/04/1,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Verbatim 96677,62.25,Laser,Wireless,3200.0,Right,Silver / Black,Portable,45.33
Verbatim Easy Riser,12.99,Laser,Wireless,3200.0,Both,Silver,Office/Budget,45.33
Polaroid PMI8500,26.94,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Verbatim 97254,20.43,Optical,Wired,3200.0,None,Green,Office/Budget,29.33
Verbatim Nano,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Adesso ATP-400UB,35.45,Optical,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
3M EM500GPS,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Belkin F5L016ttUSB-BLK,26.94,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Belkin F5L016-USB-BLU,107.56,Optical,Wired,3200.0,Both,Blue,Mid-Range Gaming,29.33
Verbatim 97267,40.47,Laser,Wireless,1600.0,None,Gray / White,Portable,42.67
Adesso iMouse T1,38.24,Trackball,Wired,800.0,None,Silver,Mid-Range Gaming,25.33
Verbatim 97262,40.47,Laser,Wireless,1600.0,None,Gray / Black,Portable,42.67
Saitek GM2400,36.17,Laser,Wired,2400.0,None,Gray,Mid-Range Gaming,28.0
Verbatim 97473,15.18,Optical,Wireless,3200.0,None,Purple,Office/Budget,45.33
Adesso IMOUSE S100,26.42,Optical,Bluetooth Wireless,1000.0,None,Black,Office/Budget,41.67
Saitek CCB437090002/02/1,93.27,Laser,Wireless,5600.0,Right,Black,Portable,49.33
Verbatim 97564,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Belkin F5L030TTMDD,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Verbatim 96676,34.95,Laser,Wired,1600.0,None,Silver / Black,Mid-Range Gaming,26.67
Targus AMW50US,16.41,Optical,Wireless,800.0,Both,Black / Gray,Office/Budget,41.33
Verbatim 97249,202.36,Optical,Wired,3200.0,None,Blue,Mid-Range Gaming,29.33
Targus AMB09US,66.61,Laser,Bluetooth Wireless,3200.0,Both,Black / Gray,Portable,45.33
Targus AMC06USZ,12.56,Optical,Wired,1000.0,None,Black,Office/Budget,25.67
Cyber Snipa CSLMSL01,44.64,Laser,Wired,5000.0,Right,Black,Mid-Range Gaming,32.33
Targus AMW25US,17.16,Optical,Wireless,1600.0,Both,Silver / Black,Office/Budget,42.67
Verbatim 97256,8.85,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Verbatim 49003,117.94,Optical,Wired,3200.0,Both,Black / Silver,Mid-Range Gaming,29.33
Targus AMU82USZ,26.94,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Cherry M-T3030,37.01,Optical,Wireless,1000.0,None,White,Portable,41.67
KeyTronic 2MOUSEU2L,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Cherry M-4200,28.0,Optical,Wired,800.0,None,Silver / Black,Office/Budget,25.33
KeyTronic 2MOUSEP2L,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Cherry M5450,18.27,Optical,Wired,800.0,None,Black,Office/Budget,25.33
Verbatim 96675,14.46,Laser,Wireless,3200.0,Both,Silver,Office/Budget,45.33
Verbatim 96674,29.86,Laser,Bluetooth Wireless,1600.0,Both,Silver / Black,Office/Budget,42.67
Verbatim 97540,15.34,Optical,Wireless,3200.0,None,Red,Office/Budget,45.33
Verbatim 97264,35.92,Laser,Wireless,1600.0,None,Blue / Black,Portable,42.67
Verbatim 97471,15.46,Optical,Wireless,3200.0,None,Blue,Office/Budget,45.33
Verbatim 96781,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Adesso GP-160PB,63.99,Touchpad,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Verbatim 97263,24.78,Laser,Wireless,1600.0,Both,Red / Black,Office/Budget,42.67
Tripp Lite IN3000WI,21.25,Optical,Wired,800.0,Both,Silver / Black,Office/Budget,25.33
Cyborg CCB437030002/04/1,46.73,Laser,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Cyborg CCB437050002/04/1,52.7,Laser,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Mad Catz CD74371200A1/04/1,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Cyborg CCB437080002/04/1,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Ergoguys CST Kidtrack,50.28,Trackball,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Ergoguys CST1550,23.93,Trackball,Wired,1600.0,Both,Black,Office/Budget,26.67
Belkin F5L051,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Wintec FileMate Imagine M1210,16.55,Optical,Wired,800.0,Both,Yellow,Office/Budget,25.33
Wintec FileMate Imagine M1810,16.55,Optical,Wired,800.0,Both,Gray / Blue,Office/Budget,25.33
Qumax Lynx S2-Black,27.69,Laser,Wired,2400.0,Both,Black,Office/Budget,28.0
Kensington K72411US,31.28,Optical,Wireless,1000.0,Both,Red,Portable,41.67
Qumax Lynx S2-Red,23.66,Laser,Wired,2400.0,Both,Red / Black,Office/Budget,28.0
Kensington K72412US,28.5,Optical,Wireless,1000.0,Both,Blue,Office/Budget,41.67
Cyborg R.A.T. 9,93.27,Laser,Wireless,5600.0,Right,Black,Portable,49.33
Corsair Vengeance M60,70.53,Laser,Wired,5700.0,Right,Black,Mid-Range Gaming,33.5
HP BM866AA,26.94,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Microsoft 4YH-00005,18.94,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Nexus SM-9000B,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
Microsoft 5CJ-00005,34.66,Optical,Wired,1000.0,Right,White,Mid-Range Gaming,25.67
Nexus SM-8000B,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
Corsair Vengeance M90,70.53,Laser,Wired,5700.0,Right,Black,Mid-Range Gaming,33.5
Nexus SM-9000C,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
Razer Naga Hex,71.31,Laser,Wired,5600.0,Right,Black / Green,Mid-Range Gaming,33.33
Razer Imperator Mass Effect 3 Edition,79.08,Laser,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
ROCCAT Kone[+],66.12,Laser,Wired,6000.0,Right,Black,Mid-Range Gaming,34.0
SteelSeries Iron.Lady QcK,37.94,Optical,Wired,3200.0,Right,White / Black,Mid-Range Gaming,29.33
Cyborg CCB4370900B2/02/1,93.27,Laser,Wireless,5600.0,Right,Black,Portable,49.33
Rosewill RM-5000L,47.44,Laser,Wired,5000.0,Both,Black,Mid-Range Gaming,32.33
Raptor Gaming 000RAPLM2,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Microsoft SideWinder X8,71.27,Laser,Wireless,4000.0,Right,Black,Portable,46.67
Raptor Gaming M3 DKT,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
SMK-Link VP6154,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Microsoft BNA-00001,16.36,Laser,Wireless,3200.0,Both,White / Black,Office/Budget,45.33
Toshiba PA3765U-1ETW,20.73,Optical,Wired,1000.0,Both,White,Office/Budget,25.67
Chester Creek Technologies TMO,17.95,Optical,Wired,800.0,Both,White,Office/Budget,25.33
Logitech M315,24.99,Optical,Wireless,3200.0,Both,Purple / Black,Office/Budget,45.33
Chester Creek Technologies TMOB,19.95,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Wacom KC100,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Interlink VP6151,86.75,Optical,Bluetooth Wireless,3200.0,Both,White,Portable,45.33
Interlink VP6155,46.06,Optical,Bluetooth Wireless,3200.0,Both,Black / White,Portable,45.33
Fellowes 98913,36.95,Optical,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Toshiba PA3765U-1ETG,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Fellowes 98904,25.42,Optical,Wireless,3200.0,Both,Blue / Silver,Office/Budget,45.33
Fellowes 98905,13.45,Optical,Wired,3200.0,Both,Silver / Blue,Office/Budget,29.33
Gigabyte GM-AIRE M77,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Fellowes 98912,24.95,Optical,Wireless,3200.0,Both,Black,Office/Budget,45.33
Genius XScroll,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Gigabyte GM-AIRE M1,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Genius 31030068101,17.52,Optical,Wireless,1250.0,Both,Blue / White,Office/Budget,42.08
Genius 31030048102,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Genius 31030068106,16.04,Optical,Wireless,1250.0,Both,Black,Office/Budget,42.08
Sunbeam FireLine,53.01,Optical,Wired,800.0,Both,Black / Blue,Mid-Range Gaming,25.33
Genius 31030058101,20.08,Optical,Wireless,1600.0,Right,Black / Gray,Office/Budget,42.67
Verbatim 97670,38.9,Optical,Wireless,3200.0,Both,Gray / Black,Portable,45.33
Verbatim 97667,26.42,Optical,Wireless,3200.0,Both,Pink / Black,Office/Budget,45.33
Verbatim 97668,25.47,Optical,Wireless,3200.0,Both,Blue / Black,Office/Budget,45.33
Verbatim 97669,16.24,Optical,Wireless,3200.0,Both,Red / Black,Office/Budget,45.33
Zalman ZM-M500WL,68.49,Optical,Wireless,3000.0,Both,Black,Portable,45.0
Verbatim 97666,24.99,Optical,Wireless,3200.0,Both,Purple / Black,Office/Budget,45.33
Verbatim Ergo Mouse,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
HP VK479AA#ABA,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Buslink SP-7000-BL,16.96,Optical,Wired,800.0,Both,Blue / Black,Office/Budget,25.33
Zalman ZM-M200,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Zalman ZM-M300,25.71,Optical,Wired,2500.0,Both,Black,Office/Budget,28.17
Zalman ZM-M100,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Cyborg CCB437130002/04/1,65.8,Laser,Wired,6400.0,Both,Black,Mid-Range Gaming,34.67
Microsoft MHC-00035,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Rosewill RM-7500,25.29,Optical,Wireless,1750.0,Both,Red / Black,Office/Budget,42.92
Targus AMW060US,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
I/O Magic I012M01BPL,30.25,Optical,Bluetooth Wireless,1000.0,Both,Purple,Portable,41.67
I/O Magic I012M01BP,39.09,Optical,Bluetooth Wireless,1000.0,Both,Pink,Portable,41.67
Microsoft Explorer Touch Mouse,29.3,Optical,Wireless,3200.0,Both,White / Gray,Office/Budget,45.33
I/O Magic I012M01BS,27.52,Optical,Bluetooth Wireless,1000.0,Both,Silver,Office/Budget,41.67
I/O Magic I012M01GS,19.62,Optical,Wireless,1000.0,Both,Silver,Office/Budget,41.67
I/O Magic I012M01GPL,26.07,Optical,Wireless,1000.0,Both,Purple,Office/Budget,41.67
I/O Magic I012M01GBK,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Qumax LYNX-M9 UP,51.03,Optical,Wired,800.0,Both,Black / Silver,Mid-Range Gaming,25.33
I/O Magic I012M01GR,31.28,Optical,Wireless,1000.0,Both,Red,Portable,41.67
Toshiba PA3745U-1ETB,131.39,Laser,Wireless,1600.0,Both,Black / Silver,Portable,42.67
I/O Magic I012M01GBL,28.5,Optical,Wireless,1000.0,Both,Blue,Office/Budget,41.67
I/O Magic I012M01GP,32.87,Optical,Wireless,1000.0,Both,Pink,Portable,41.67
Dell 468-7410 Mouse,74.33,Optical,Bluetooth Wireless,3200.0,Both,Black / Silver,Portable,45.33
I/O Magic I012M01BR,34.05,Optical,Bluetooth Wireless,1000.0,Both,Red,Portable,41.67
Verbatim 96672,27.51,Laser,Wireless,1600.0,Both,Silver / Black,Office/Budget,42.67
I/O Magic I012M01BBK,26.47,Optical,Bluetooth Wireless,1000.0,Both,Black,Office/Budget,41.67
Targus AMU36USZ,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
I/O Magic I012M01BBL,41.89,Optical,Bluetooth Wireless,1000.0,Both,Blue,Portable,41.67
A4Tech F5,59.23,Laser,Wired,3000.0,Both,Black,Mid-Range Gaming,29.0
Thermaltake MO-ARM005DT,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Rosewill RM-P2P,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
IBM 40K9200,45.44,Optical,Wired,3200.0,Both,Black / Red,Mid-Range Gaming,29.33
